NO,메시지내용,수신지역,등록일자,단계,재난유형
209430,"강설로 인해 시내버스 및 콜버스는 일부 구간에 운행차질이 발생하고 있으니, 버스정보안내기, 콜버스 앱, 콜센터 등을 통해 미리 확인바랍니다.[청주시]","충청북도 청주시 상당구 ,충청북도 청주시 서원구 ,충청북도 청주시 흥덕구 ,충청북도 청주시 청원구 ",2024/01/22 21:14:31,안전안내,대설
209663,"경산에서 실종된 김수언씨(남, 78세)를 찾습니다 -170cm,70kg,회색패딩,갈색바지,회색운동화,검정가방 vo.la/NHRvA / ☎112 [경북경찰청]",경상북도 경산시 ,2024/01/24 20:43:22,안전안내,기타
209664,"중구에서 배회중인 김수언씨(남, 78세)를 찾습니다 -170cm,70kg,회색패딩,갈색바지,회색운동화,검정가방 vo.la/NHRvA / ☎112 [대구경찰청]",대구광역시 중구 ,2024/01/24 20:44:40,안전안내,기타
209701,"사하구에서 실종된 장우현씨(남,74세)를 찾습니다-171cm,66kg,검정모자,체크점퍼,검정바지,검정운동화 vo.la/heKCU / ☎112 [부산경찰청]",부산광역시 사하구 ,2024/01/27 20:05:09,안전안내,기타
208598,일본 도야마현 지역 지진 발생으로 해수면 상승 등의 영향이 우려되오니 해안가 접근을 자제하여 주시기 바랍니다.[영덕군청],경상북도 영덕군 ,2024/01/01 22:24:18,안전안내,기타
208670,도내 짙은안개로 가시거리가 짧고 블랙아이스로 인해 교통사고 발생 위험. 운전 시 감속주행 및 비상등 점등 등 교통안전에 각별히 유의하시기 바랍니다. [부여군],충청남도 부여군 ,2024/01/04 07:26:10,안전안내,기타
208768,내일 아침 기온 급강하(영하-10도 내외)로 강추위가 예상되므로 ▲도로결빙 주의▲취약계층 건강관리▲수도관 동파방지 등 안전에 각별히 유의하시기 바랍니다.[공주시],충청남도 공주시 ,2024/01/07 18:16:54,안전안내,한파
208769,"기온이 하강하여 추운날이 지속될 전망입니다. 계량기·보일러 동파방지, 도로결빙으로 인한 미끄럼 사고에 유의하시기 바랍니다. [강원특별자치도]","강원특별자치도 양구군 ,강원특별자치도 인제군 ,강원특별자치도 철원군 ,강원특별자치도 평창군 ,강원특별자치도 홍천군 ,강원특별자치도 화천군 ",2024/01/07 18:18:36,안전안내,한파
208845,"오늘 오후 눈·비예보, 빙판길·도로결빙 주의
△(교통안전)서행 및 차간 안전거리 확보
△수도계량기, 보일러배관 동파방지
△외출자제 및 한랭질환유의바랍니다[의성군]",경상북도 의성군 ,2024/01/09 10:09:36,안전안내,대설
208846,오늘 저녁부터 내일 오전까지 많은 눈이 예상되오니 △차량운행 자제 △하우스관리 철저 △적설취약 시설물 점검 △외출자제 등 안전에 유의바랍니다. [성주군],경상북도 성주군 ,2024/01/09 10:13:15,안전안내,대설
208918,금일 내린 눈으로 인해 도로와 보도 결빙이 우려되오니 외출시 대중교통을 이용해 주시고 보행시 빙판길 낙상사고에 유의하시기 바랍니다. [강동구청],서울특별시 강동구 ,2024/01/09 18:39:56,안전안내,대설
208919,"오늘 밤부터 내일 새벽까지 눈,비 예보로 곳곳에 도로 살얼음(블랙아이스) 발생이 우려되오니 서행운전(특히 새벽) 등 안전사고에 유의하세요. [창원시]","경상남도 창원시 의창구 ,경상남도 창원시 성산구 ,경상남도 창원시 마산합포구 ,경상남도 창원시 마산회원구 ,경상남도 창원시 진해구 ",2024/01/09 18:43:03,안전안내,대설
208920,"오늘 18시 문경지역 대설주의보 발령. 야외 활동과 차량운행 자제 및 서행운전. 내 집(점포) 앞,  골목길 눈치우기에 동참하세요. [문경시]",경상북도 문경시 ,2024/01/09 18:44:50,안전안내,대설
208962,"현재 일부 도로(고갯길, 교량위, 터널 진출입구 등) 결빙으로 교통사고 위험이 매우 높으니 반드시 서행 및 안전운전하여 주세요. [창원시]","경상남도 창원시 의창구 ,경상남도 창원시 성산구 ,경상남도 창원시 마산합포구 ,경상남도 창원시 마산회원구 ,경상남도 창원시 진해구 ",2024/01/10 06:46:17,안전안내,대설
209242,"김해시에서 실종된 이명선씨(여, 57세)를 찾습니다 -161cm,50kg, 짧은퍼머, 검정색 상하의, 흰색운동화 vo.la/vKJhs / ☎112 [경남경찰청]",경상남도 김해시 ,2024/01/21 14:51:13,안전안내,기타
209256,"21일(일) 21시 한파주의보 발효예정 
▲노약자 및 기저질환자 건강관리유의 
▲수도시설 동파예방(계량기함 내부 보온조치, 수도꼭지 틀어놓기)바랍니다.[관악구청]",서울특별시 관악구 ,2024/01/21 17:46:06,안전안내,한파
208549,새해 일출명소인 앞산 일대에 많은 인파가 밀집할 것으로 예상됩니다. 시민 여러분께서는 질서유지 및 안전사고 예방 조치에 적극 협조 부탁드립니다. [대구광역시],대구광역시 전체 ,2024/01/01 05:05:03,안전안내,기타
208558,"관악구에서 목격된 조형섭씨(남,72세)를 찾습니다-150cm,왜소한체격,노랑점퍼(가슴에치매환자표시),모자미착용 
vo.la/NzGAJ / ☎182 [서울경찰청]",서울특별시 관악구 ,2024/01/01 09:31:03,안전안내,기타
208589,"안성시에서 실종된 장미경씨(여,48세)를 찾습니다-160cm,숏커트,검정피코트,노란무늬바지,흰색쇼핑백 
vo.la/iTraV / ☎182 [경기남부경찰청]",경기도 안성시 ,2024/01/01 19:59:58,안전안내,기타
208590,"평택시에서 배회중인 장미경씨(여,48세)를 찾습니다-160cm,숏커트,검정피코트,노란무늬바지,흰색쇼핑백 
vo.la/iTraV / ☎182 [경기남부경찰청]",경기도 평택시 ,2024/01/01 20:03:19,안전안내,기타
208624,"금일21시경 거제청구하이츠아파트 인근 화지산 등산로 초입부에 멧돼지가 출몰하였다는 신고가 있으니, 인근을 지나는 주민께서는 안전에 유의하시기 바랍니다. [연제구]",부산광역시 연제구 ,2024/01/02 22:55:16,안전안내,기타
208643,"강서구에서 실종된 조송래씨(여, 84세)를 찾습니다 -157cm, 파란색벙거지모자, 마스크, 검정잠바, 검정바지 vo.la/nszCK / ☎182 [서울경찰청]",서울특별시 강서구 ,2024/01/03 16:19:33,안전안내,기타
208644,"양천구에서 배회중인 조송래씨(여, 84세)를 찾습니다 - 157cm,파란색벙거지모자,마스크,검정잠바,검정바지 vo.la/nszCK / ☎182 [서울경찰청]",서울특별시 양천구 ,2024/01/03 16:20:46,안전안내,기타
208615,내일 새벽 눈이 내릴 것으로 예상되어 도로 결빙이 우려되니 안창마을 등 산복도로 차량운행 및 보행시 안전에 유의하시기 바랍니다.[동구],부산광역시 동구 ,2024/01/02 18:48:15,안전안내,대설
208618,"화성시에서 실종된 김영배씨(남,84세)를 찾습니다 -174cm,모자,스파이더롱패딩,검정자켓,회색바지,구두
vo.la/sSfLL / ☎112 [경기남부경찰청]",경기도 화성시 ,2024/01/02 19:21:53,안전안내,기타
208619,"수원시에서 배회중인 김영배씨(남,84세)를 찾습니다 -174cm,모자,스파이더롱패딩,검정자켓,회색바지,구두
vo.la/sSfLL / ☎112 [경기남부경찰청]","경기도 수원시 장안구 ,경기도 수원시 권선구 ,경기도 수원시 팔달구 ,경기도 수원시 영통구 ",2024/01/02 19:22:23,안전안내,기타
208633,"제주도산지 대설특보 발효/1100도로 소형체인/산간도로 빙판길 주의/대중교통 이용, 월동장비 준비 등 안전에 유의/제주경찰청 교통통제상황 확인바랍니다.[제주도]",제주특별자치도 전체 ,2024/01/03 08:19:10,안전안내,대설
208311,"밤사이 내린 눈으로 도로 결빙이 우려됩니다▲가급적 대중교통 이용하기▲차량 감속 및 안전 운행▲보행시 미끄럼, 낙상 등 안전사고에 유의하시기 바랍니다. [태안군]",충청남도 태안군 ,2023/12/24 09:46:36,안전안내,대설
208337,"광진구에서 배회중인 박미자씨(여,54세)를 찾습니다 -160cm,진한녹색모자,밤색점퍼,꽃무늬바지,다리절뚝거림 vo.la/KqtcG / ☎182 [서울경찰청]",서울특별시 광진구 ,2023/12/24 19:22:22,안전안내,기타
208363,"현재 가평군에 눈이 내리며 쌓이면서 도로, 인도 등 결빙이 예상되오니, 차량 운행시 서행하시기 바라며, 노약자 분들은 낙상 사고에 주의하시기 바랍니다. [가평군]",경기도 가평군 ,2023/12/25 08:45:23,안전안내,대설
208364,아침에 내린 눈으로 도로결빙이 우려됩니다 ▲서행 및 안전거리 유지 등 교통안전 유의 ▲보행시 낙상에 유의 ▲내 집(점포) 앞 눈치우기 실천하세요 [세종시청],세종특별자치시  ,2023/12/25 08:47:42,안전안내,대설
208394,"경찰은 강서구에서 배회중인 최종화씨(남,68세)를 찾습니다 -177cm,80kg,흰색환자복,검정바지,슬리퍼 
vo.la/DUQBY / ☎182 [서울경찰청]",서울특별시 강서구 ,2023/12/27 09:11:10,안전안내,기타
208476,"김포지역의 많은 눈으로 비닐하우스 붕괴 등 피해가 우려되니 예방조치 바라며 특히, 인명피해가 없도록 외출자제와 교통 안전에 주의바랍니다.[김포시청]",경기도 김포시 ,2023/12/30 13:39:36,안전안내,대설
208477,"겨울철 건조한 날씨와 화기 및 전열기구 사용에 따른 화재가 연이어 발생하고 있으니
소화시설 점검 등 화재예방에 만전을 기해주시기 바랍니다.[서천군]",충청남도 서천군 ,2023/12/30 13:49:15,안전안내,화재
208505,"제천지역 대설주의보 발효. 낙상 및 도로교통 안전, 비닐하우스 등 시설물 안전에 유의하시기 바랍니다. [제천시]",충청북도 제천시 ,2023/12/30 17:28:07,안전안내,대설
208538,"은평구에서 실종된 유국림씨(남, 66세)를 찾습니다 -160cm, 회색긴잠바, 검정골덴바지, 검정색 투박한신발 vo.la/enbVj / ☎182 [서울경찰청]",서울특별시 은평구 ,2023/12/31 20:22:30,안전안내,기타
208539,"서대문구에서 배회중인 유국림씨(남, 66세)를 찾습니다-160cm, 회색긴잠바, 검정골덴바지, 검정색 투박한신발 vo.la/enbVj / ☎182 [서울경찰청]",서울특별시 서대문구 ,2023/12/31 20:23:00,안전안내,기타
207972,금일 21시 한파경보 발효 ▲새벽에 내린 눈과 강추위로 도로결빙 및 빙판길 주의 ▲난방기 화재 주의 ▲시설물 동파방지 등 안전관리에 유의하시기 바랍니다.[제천시],충청북도 제천시 ,2023/12/20 19:43:27,안전안내,한파
208071,"강한 한파 영향 지속. 노약자 등 취약계층 건강관리 및 안부확인, 수도계량기 등 시설물 동파 예방, 방한용품 착용 등 각별히 유의하여 주시기 바랍니다. [경주시]",경상북도 경주시 ,2023/12/21 09:41:57,안전안내,한파
208072,폭설로 인해 시내버스 일부노선 지연 및 우회운행 중이며 도로 상황으로 인해 버스 진입이 불가한 지역은 운행이 어려우니 이동에 유의하여 주시기 바랍니다. [군산시],전라북도 군산시 ,2023/12/21 09:55:30,안전안내,대설
208073,장흥군내 한파·대설로 도로결빙 우려▲차량 감속 운행▲어르신 외출·야외 활동 자제▲체온유지▲수도시설 보온조치로 동파 예방 등 안전에 주의하시기 바랍니다.[장흥군],전라남도 장흥군 ,2023/12/21 09:56:41,안전안내,대설
208074,"대설경보 발효중. 시설하우스 및 배수로 눈 치우기, 시설끈 고정 등 시설물 관리와 외출 자제 및 대중교통을 이용하여 주시기 바랍니다. [함평군]",전라남도 함평군 ,2023/12/21 09:57:11,안전안내,대설
208075,"한파가 지속되고 있으니 수도관·보일러 등 동파 예방, 농축산 시설 보온조치, 온열기기 사용으로 인한 화재사고에 유의하여 주시기 바랍니다.  [순창군]",전라북도 순창군 ,2023/12/21 09:57:41,안전안내,한파
208087,"성남시에서 실종된 김주왕씨(남,76세)를 찾습니다-168cm,52kg,검정패딩,남색바지,검정모자,파란색배낭 
vo.la/fYsWD / ☎182 [경기남부경찰청]","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2023/12/21 11:31:16,안전안내,기타
208088,"동대문구에서 배회중인 김주왕씨(남,76세)를 찾습니다-168cm,52kg,검정패딩,남색바지,검정모자,파란색배낭 
vo.la/fYsWD / ☎182 [서울경찰청]",서울특별시 동대문구 ,2023/12/21 11:33:33,안전안내,기타
208089,"무주군 한파주의보 발효 중, 수도계량기 등 시설물 동파 예방, 외출 시 방한용품 착용 등 각별히 유의하여 주시기 바랍니다. [무주군]",전라북도 무주군 ,2023/12/21 11:38:30,안전안내,한파
208203,경주시 강풍주의보 및 포항해경 연안사고 주의보 발령. 경북 동해안 높은 파도가 예상되므로 방파제·갯바위·해안가 등 접근자제 및 안전사고에 주의 바랍니다.[경주시],경상북도 경주시 ,2023/12/22 10:20:15,안전안내,풍랑
208222,"강한 한파 지속. 기온 급강하에 따라, 노약자 안부확인 철저 및 건강관리 유의, 시설물 동파예방, 야외 활동 자제 등 각별히 유의하여 주시기 바랍니다.[인제군청]",강원특별자치도 인제군 ,2023/12/22 17:30:22,안전안내,한파
208223,밤사이 기온이 크게 떨어지겠습니다! △외출 자제 △적정 실내온도 유지 △난방기 화재주의 △농축수산시설 보온조치 등 건강관리 및 안전에 유의 바랍니다. [논산시],충청남도 논산시 ,2023/12/22 17:33:16,안전안내,한파
207779,도 전역에 눈이 내리고 있어 쌓인 눈에 미끄럼 사고가 우려됩니다. 안전 운전에 유의하시고 가급적 대중교통을 이용하여 주시기 바랍니다. [경기도청],경기도 전체 ,2023/12/19 17:00:32,안전안내,대설
207780,"오늘 저녁 눈이 내리고 추위가 지속되어, 도로 및 인도 결빙이 우려됩니다. 감속 운전, 인도 미끄럼주의 등 안전사고에 유의해 주시기 바랍니다.[안산시청]",경기도 안산시 ,2023/12/19 17:12:25,안전안내,대설
207890,"오늘 14시40분 전남(영광) 대설경보 발령. 야외 활동과 차량 운행을 자제하시고, 교통혼잡이 예상되니 출퇴근 시에는 대중교통을 이용해 주세요. [행정안전부]",전라남도 영광군 ,2023/12/20 14:42:51,안전안내,대설
208105,"경찰은 서구에서 목격된 김아라(여,12세)를 찾습니다 -153cm,54kg,검정니트(갈색무늬),청바지,흰크록스 vo.la/gRmPE / ☎182 [대전경찰청]",대전광역시 서구 ,2023/12/21 15:23:44,안전안내,기타
208106,"강한 한파 영향 지속, 야외 활동 자제, 외출 시 방한용품 착용, 수도계량기는 헌 옷 등으로 감싸 동파를 방지하시기 바랍니다. [하남시]",경기도 하남시 ,2023/12/21 15:25:04,안전안내,한파
208144,"현재 많은 눈으로 도로결빙이 지속되고 있습니다. 차량운행 자제, 차량운행시 감속운행, 바퀴에 체인 감기 등 미끄럼 사고에 유의하시기 바랍니다.[진도군]",전라남도 진도군 ,2023/12/21 19:52:41,안전안내,대설
208210,이번 연휴기간 동안 한파영향 지속 전망 △외출자제 및 동파·낙상사고 주의 △농축산시설 보온조치 및 난방기 화재주의 △도로결빙에 따른 안전운전바랍니다. [여주시],경기도 여주시 ,2023/12/22 13:27:24,안전안내,한파
208238,[기상청]12월23일04:34 전북 장수군 북쪽 17km 지역 규모3.0 지진발생/추가 지진 발생상황에 유의 바람,"경상남도 전체 ,경상북도 전체 ,대구광역시 전체 ,대전광역시 전체 ,부산광역시 전체 ,울산광역시 전체 ,전라북도 전체 ,충청남도 전체 ,충청북도 전체 ,세종특별자치시  ",2023/12/23 04:39:04,안전안내,지진
208445,"대설주의보 발효. 많은 눈이 예상됩니다. 길이 얼어 미끄럼 사고가 우려되오니  되도록 대중교통을 이용하시고, 운전 시에는 서행하세요. [동작구]",서울특별시 동작구 ,2023/12/30 09:47:46,안전안내,대설
208446,"금일 많은 강설로 인해 미끄럼 사고 우려가 있으니, 보행 및 운전 시 안전사고에 유의하시고 내 집, 내 점포 앞 눈 치우기에 동참해 주시기 바랍니다.[가평군]",경기도 가평군 ,2023/12/30 09:48:15,안전안내,대설
208535,새해 일출을 보기위해 앞산 일대에 많은 인파가 모일 것으로 예상되오니 지역주민 여러분께서는 질서유지에 협조해주시고 안전사고에 유의하여 주시기 바랍니다.  [남구],대구광역시 남구 ,2023/12/31 19:00:42,안전안내,기타
208536,한파가 지속되고 있습니다. 해맞이 행사 참여시 개인 보온에 유념하시고 인파 밀집 사고 예방을 위해 주변 사람과 충분한 공간을 확보해 주시기 바랍니다.[오산시청],경기도 오산시 ,2023/12/31 19:02:31,안전안내,한파
208093,"수원지역에 한파가 계속되고 있습니다. ▲노약자, 어린이 등 야외활동 자제 ▲결빙지역 안전운전 ▲수도계량기 보온조치 등 안전관리에 유의하세요.[수원특례시]",경기도 수원시 ,2023/12/21 13:30:28,안전안내,한파
208094,"노원구에서 실종된 백남성씨(남,80세)를 찾습니다-157cm,53kg,회색점퍼,검정바지,검정신발,남색모자,안경
vo.la/rRPtR / ☎182 [서울경찰청]",서울특별시 노원구 ,2023/12/21 13:38:02,안전안내,기타
208239,12월 23일 04:34 장수군에서 발생한 지진 관련 ▲흔들릴 때는 탁자 밑으로 대피 ▲건물 밖으로 나갈 때는 계단이용 ▲야외 넓은 곳으로 대피하세요 [세종시청],세종특별자치시  ,2023/12/23 04:44:41,안전안내,지진
208272,"오늘 오전 중 눈이 날리는 곳이 있어 도로 결빙이 우려되오니 차량 운행 시 감속 운행, 미끄럼 사고 등 안전에 유의 바랍니다.[부산시]",부산광역시 전체 ,2023/12/24 06:00:06,안전안내,대설
208273,"오늘 05시20분 정읍시 지역 대설주의보 발령. 야외 활동과 차량운행을 자제하시고, 교통혼잡이 예상되니 대중교통을 이용해 주세요. [정읍시]",전라북도 정읍시 ,2023/12/24 06:08:51,안전안내,대설
208390,"경찰은 서구에서 실종된 임주현씨(여, 51세)를 찾습니다 -162cm,58kg,검정잠바(안에 분홍색티),커트머리 vo.la/VjMLe / ☎182 [대전경찰청]",대전광역시 서구 ,2023/12/26 15:28:30,안전안내,기타
208391,"유성구에서 배회중인 임주현씨(여, 51세)를 찾습니다 -162cm,58kg, 검정잠바(안에 분홍색티), 커트머리 vo.la/VjMLe / ☎182 [대전경찰청]",대전광역시 유성구 ,2023/12/26 15:29:25,안전안내,기타
208484,"눈과 비가 내리면서 일부 도로 및 인도의 미끄럼사고가 우려됩니다. 감속 안전운전, 보행시 낙상주의 등 안전사고에 유의해주시기 바랍니다.[안산시청]",경기도 안산시 ,2023/12/30 14:34:03,안전안내,대설
208485,"강원 영서지역 12개 시군에 눈이 많이 내립니다. 대중교통이용, 비닐하우스 눈 제거, 내 집 앞 눈치우기, 눈길 미끄럼 등 조심하시기 바랍니다. [강원특별자치도]","강원특별자치도 고성군 ,강원특별자치도 양구군 ,강원특별자치도 영월군 ,강원특별자치도 원주시 ,강원특별자치도 인제군 ,강원특별자치도 정선군 ,강원특별자치도 철원군 ,강원특별자치도 춘천시 ,강원특별자치도 태백시 ,강원특별자치도 평창군 ,강원특별자치도 홍천군 ,강원특별자치도 화천군 ,강원특별자치도 횡성군 ",2023/12/30 14:46:28,안전안내,대설
208488,"대설주의보 발효중. 대중교통을 이용하시고, 눈길안전에 주의하시기 바랍니다. [춘천시]",강원특별자치도 춘천시 ,2023/12/30 15:03:13,안전안내,대설
208487,"눈 또는 비로 인한 빙판길·도로결빙 주의
△운행 전 차량점검 및 월동용품 준비
△블랙아이스 구간 급제동 및 급가속 금지
△외출자제, 낙상사고 유의바랍니다[의성군]",경상북도 의성군 ,2023/12/30 15:03:01,안전안내,대설
208489,"대설 지속 전망. 내 집 앞 눈 치우기에 적극 동참해 주시고, 취약계층 외출 자제, 차량 운행 시 반드시 서행 등 각별히 유의하여 주시기 바랍니다. [인제군청]",강원특별자치도 인제군 ,2023/12/30 15:05:58,안전안내,대설
208490,송정초교~관송삼거리 구간 폭설로 인한 교통통제 중으로 우회 바랍니다. 가급적 외출을 자제하고 내 집(가게) 앞 눈치우기에 동참하여 주시기 바랍니다. [이천시청],"경기도 이천시 창전동,경기도 이천시 관고동,경기도 이천시 중리동,경기도 이천시 증일동,경기도 이천시 율현동,경기도 이천시 진리동,경기도 이천시 안흥동,경기도 이천시 갈산동,경기도 이천시 증포동,경기도 이천시 송정동,경기도 이천시 사음동,경기도 이천시 단월동,경기도 이천시 고담동,경기도 이천시 장록동",2023/12/30 15:07:55,안전안내,대설
208491,"눈과 비가 내려 차도 및 인도가 미끄러우니 운전 및 보행에 조심하시고, 해돋이 산행 시 미끄럼 사고에도 유의 바랍니다. [광명시]",경기도 광명시 ,2023/12/30 15:09:31,안전안내,대설
208492,"현재 많은 눈으로 인한 차량 미끄럼 사고가 우려되니 운전 시 감속운행, 월동 장비 장착, 차간거리 유지 등 안전운전에 각별히 유의하여 주시기 바랍니다. [평창군]",강원특별자치도 평창군 ,2023/12/30 15:14:06,안전안내,대설
208525,겨울철 건조한 날씨와 강풍으로 화기 및 전열기구 사용에 따른 화재가 연이어 발생하고 있으니 소화시설 점검 등 화재예방에 만전을 기해주시기 바랍니다.[청주시],"충청북도 청주시 상당구 ,충청북도 청주시 서원구 ,충청북도 청주시 흥덕구 ,충청북도 청주시 청원구 ",2023/12/31 11:22:44,안전안내,화재
208526,"여주시 현재 잔여강설 제설 중에 있습니다. 시민분들께서는 감속운행, 보행안전에 유의바라며 내 집(점포) 앞 눈 치우기에 적극 동참해 주시기 바랍니다.[여주시]",경기도 여주시 ,2023/12/31 11:23:14,안전안내,대설
207862,"금일 10시 10분 의왕시 한파경보 발표. 강추위가 예상되오니 외출을 자제하시고 수도관 동파예방, 결빙지역 미끄럼 사고 등 안전에 유의하시기 바랍니다. [의왕시]",경기도 의왕시 ,2023/12/20 10:20:17,안전안내,한파
207863,수원지역 한파 지속 중 ▲수도 계량기함 보온상태 점검 ▲외출 시 수돗물 가늘게 틀어 수도관 동파 예방 ▲계량기 보온재 상수도사업소에서 상시 지급.[수원특례시],"경기도 수원시 장안구 ,경기도 수원시 권선구 ,경기도 수원시 팔달구 ,경기도 수원시 영통구 ",2023/12/20 10:23:15,안전안내,한파
207864,"강한 한파 영향 지속. 노약자 등 취약계층 건강관리 및 안부확인, 수도계량기 등 시설물 동파 예방, 방한용품 착용 등 각별히 유의하여 주시기 바랍니다.[인제군청]",강원특별자치도 인제군 ,2023/12/20 10:28:41,안전안내,한파
208095,"동대문구에서 배회중인 백남성씨(남,80세)를 찾습니다-157cm,회색점퍼,검정바지,검정신발,남색모자,안경 
vo.la/rRPtR / ☎182 [서울경찰청]",서울특별시 동대문구 ,2023/12/21 13:40:54,안전안내,기타
208096,"12. 21.(목) ~ 12. 23.(토) 연안사고 주의보 발령. 해안가 너울파도로 인명피해우려, 낚시·야영·방문객 등 안전에 주의 바랍니다.[영덕군]",경상북도 영덕군 ,2023/12/21 13:42:10,안전안내,기타
208207,"한파경보 발효 중. 야외 활동을 자제하여 주시고, 외출 시 방한용품 착용, 수도 계량기 동파 예방 등 건강관리 및 안전수칙에 유의하시기 바랍니다. [괴산군]",충청북도 괴산군 ,2023/12/22 11:07:51,안전안내,한파
208236,"현재 한파가 계속되고 있습니다. 각 가정에서는 야외활동 자제, 난방 유지와 계량기 동파에 유의하세요. 빙판길 서행 운전 등 안전에 유의 바랍니다. [영양군]",경상북도 영양군 ,2023/12/22 19:59:18,안전안내,한파
208264,"내일 새벽 눈 예보가 있으니 안전사고에 유의하시기 바라며, 내 집 앞 눈 치우기에 동참하여 주시기 바랍니다. [광명시]",경기도 광명시 ,2023/12/23 18:00:02,안전안내,대설
208341,오늘 밤부터 내일 아침까지 많은 눈이 내릴 것으로 예상됩니다. 눈길 교통사고에 대비하여 가급적 대중교통을 이용하시고 외출을 자제하여 주시기 바랍니다. [경기도청],경기도 전체 ,2023/12/24 21:00:16,안전안내,대설
208047,"오늘 기온급감, 낮에도 영하권 지속
△도로결빙주의, 안전운전
△농축산시설 보온조치
△수도계량기 동파방지
△외출자제 및 건강에 유의바랍니다. [의성군]",경상북도 의성군 ,2023/12/21 08:00:35,안전안내,한파
208048,"한파경보 발효 중으로 야외활동 시 방한용품 착용, 수도관·보일러 등 동파예방, 온열기기 사용으로 인한 화재사고에 유의하여 주시기 바랍니다. [화성시]",경기도 화성시 ,2023/12/21 08:03:19,안전안내,한파
208049,한파경보 발효중 ▶실내 적정온도 유지 ▶장시간 야외활동 자제 ▶도로결빙으로 인한 미끄럼 사고 주의 ▶수도시설 동파방지 등 안전에 유의하시기 바랍니다. [천안시],"충청남도 천안시 동남구 ,충청남도 천안시 서북구 ",2023/12/21 08:07:49,안전안내,한파
208050,"오늘 최저온도 -12.4˚, 낮에도 영하권 지속 ▲도로결빙주의, 안전운전 ▲농축산시설 보온조치 ▲수도계량기 동파방지 ▲외출자제 및 건강에 유의바랍니다. [청양군]",충청남도 청양군 ,2023/12/21 08:08:19,안전안내,한파
208141,오늘 21시00분 한파경보 발령. 야외 활동을 자제하시고 외출 시 보온에 신경 쓰세요. 수도 계량기는 헌 옷 등으로 감싸 동파를 방지하세요. [행정안전부],"경상북도 영양군 ,경상북도 의성군 ,경상북도 청송군 ,전라북도 무주군 ,전라북도 진안군 ,충청남도 금산군 ,충청남도 청양군 ",2023/12/21 19:01:10,안전안내,한파
208197,"문경시 지역 한파주의보 발령중. 독거노인 등 취약계층 안전 확인 및 농축산시설, 수도계량기의 보온 관리에 유의해주시기 바랍니다. [문경시]",경상북도 문경시 ,2023/12/22 09:40:19,안전안내,한파
208198,"보은군 한파경보 지속발효중(최대 영하17도), 노약자 등 취약계층 야외활동 자제, 강추위와 빙판길 주의, 농작물 및 수도동파 예방조치 하시기 바랍니다.[보은군]",충청북도 보은군 ,2023/12/22 09:43:39,안전안내,한파
208208,"한파경보 발효 중, 농작물 냉해 피해 및 수도 동파 예방, 노약자 외출 자제 및 방한용품 착용 등 건강관리와 안전수칙을 준수하여 주시기 바랍니다. [양평군]",경기도 양평군 ,2023/12/22 11:09:41,안전안내,한파
208008,기상특보 발효 중으로 강한 바람과 높은 물결이 일고 있어 항공기 및 여객선 운항에 차질이 예상되오니 이용객은 사전 운항정보를 확인 바랍니다.[제주도],제주특별자치도 전체 ,2023/12/21 05:46:53,안전안내,강풍
208009,도내 한파주의보 발효 ▶강추위·도로결빙 주의 ▶농작물·가축 피해 및 동파예방 ▶화재·산불주의▶장시간 야외활동 자제 등 건강관리에 유의바랍니다. [경상남도],경상남도 전체 ,2023/12/21 05:51:59,안전안내,한파
208010,"김제시 대설경보 발효 중. 한파 건강관리 유의 및 야외 활동과 차량운행을 자제하시고, 교통혼잡이 예상되니 출퇴근 시에는 대중교통을 이용해 주세요. [김제시]",전라북도 김제시 ,2023/12/21 06:04:04,안전안내,대설
208175,한파경보 발효중. 가급적 외출을 자제하시고 체온유지 및 도로결빙 주의 등 안전에 유의하시기 바랍니다. [남양주시],경기도 남양주시 ,2023/12/22 07:00:13,안전안내,한파
208174,"강추위가 예상되오니 장시간 야외 활동은 자제하시고, 외출 시 장갑·목도리·모자 등 방한용품을 착용하여 건강관리에 각별히 유의하시기 바랍니다. [시흥시청]",경기도 시흥시 ,2023/12/22 07:00:05,안전안내,한파
208173,"강추위가 내일까지 지속될 예정이오니, 외출을 자제하시고 도로결빙, 운전사고, 수도동파, 농작물 피해, 화재 등에 주의하시기 바랍니다.[광명시]",경기도 광명시 ,2023/12/22 06:59:43,안전안내,한파
208176,영하권 강추위에 따른 안전사고가 우려되오니 ▲빙판길 주의▲서행운전▲노약자 야외활동 자제▲난방기 화재 주의▲한파쉼터 활용 등 안전관리에 유의바랍니다. [보령시],충청남도 보령시 ,2023/12/22 07:00:44,안전안내,대설
208177,"우리군 대설경보 발효중 도로결빙 유의, 대중교통 이용, 야외활동 자제, 비닐하우스 눈 제거, 내 집앞 내 점포앞 눈치우기 등 안전에 유의하시기 바랍니다.[무안군]",전라남도 무안군 ,2023/12/22 07:02:19,안전안내,대설
208178,"군산시 전역에 대설경보 발효 중으로 차량운행시 감속 운행, 안전거리 확보 등 안전에 유의하시길 바랍니다. [군산시]",전라북도 군산시 ,2023/12/22 07:03:29,안전안내,대설
